time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180830:0610,14192.4,89.89,86.03,4.06,15.57,20.85,0.76,0.0
20180830:0710,34152.0,209.59,157.77,7.25,26.3,23.55,0.76,0.0
20180830:0810,47558.4,262.93,244.63,9.61,36.5,24.63,0.69,0.0
20180830:0910,70545.6,550.29,219.26,13.53,45.53,25.59,1.1,0.0
20180830:1010,68566.8,405.55,337.48,13.43,52.3,26.34,1.79,0.0
20180830:1110,52755.6,175.97,390.95,11.22,55.31,26.93,1.66,0.0
20180830:1210,83552.4,694.34,231.14,15.79,53.58,27.16,1.93,0.0
20180830:1310,75235.2,601.84,222.66,14.23,47.71,27.31,1.79,0.0
20180830:1410,63765.6,511.46,177.62,12.09,39.19,27.23,1.66,0.0
20180830:1510,44298.0,323.96,152.01,8.78,29.23,27.17,1.72,0.0
20180830:1610,21452.4,143.46,105.82,5.12,18.6,26.92,1.79,0.0
20180830:1710,3396.0,13.13,44.74,1.61,7.77,26.4,1.66,0.0
20180830:1810,0.0,0.0,0.0,0.0,0.0,25.59,1.31,0.0
20180830:1910,0.0,0.0,0.0,0.0,0.0,24.67,0.55,0.0
20180830:2010,0.0,0.0,0.0,0.0,0.0,24.06,0.62,0.0
20180830:2110,0.0,0.0,0.0,0.0,0.0,23.79,0.55,0.0
20180830:2210,0.0,0.0,0.0,0.0,0.0,23.2,0.48,0.0
20180830:2310,0.0,0.0,0.0,0.0,0.0,22.3,0.83,0.0
20180831:0010,0.0,0.0,0.0,0.0,0.0,21.46,1.17,0.0
20180831:0110,0.0,0.0,0.0,0.0,0.0,20.67,1.38,0.0
20180831:0210,0.0,0.0,0.0,0.0,0.0,20.31,1.45,0.0
20180831:0310,0.0,0.0,0.0,0.0,0.0,20.02,1.59,0.0
20180831:0410,0.0,0.0,0.0,0.0,0.0,19.73,1.17,0.0
20180831:0510,1123.2,0.0,22.68,0.55,4.57,20.82,0.41,0.0
20180831:0610,4789.2,0.0,63.74,1.44,15.38,21.01,0.21,0.0
20180831:0710,22593.6,57.39,186.49,5.18,26.1,22.94,1.72,0.0
20180831:0810,20226.0,10.31,209.37,4.9,36.29,23.34,1.52,0.0
20180831:0910,24774.0,11.87,255.42,5.95,45.27,24.36,1.03,0.0
20180831:1010,31893.6,27.81,314.22,7.5,51.99,25.12,0.9,0.0
20180831:1110,42450.0,81.69,369.1,9.45,54.96,24.97,1.52,0.0
20180831:1210,34938.0,37.81,330.99,8.01,53.22,24.07,2.14,0.0
20180831:1310,35786.4,58.07,319.57,8.03,47.36,24.11,1.93,0.0
20180831:1410,47466.0,212.18,284.77,9.47,38.86,24.61,2.69,0.0
20180831:1510,22006.8,38.53,199.36,5.1,28.92,25.04,3.52,0.0
20180831:1610,7866.0,3.02,93.57,2.17,18.29,24.58,3.66,0.0
20180831:1710,2827.2,3.43,41.74,1.1,7.47,23.88,3.38,0.0
20180831:1810,0.0,0.0,0.0,0.0,0.0,23.09,2.55,0.0
20180831:1910,0.0,0.0,0.0,0.0,0.0,22.93,1.45,0.0
20180831:2010,0.0,0.0,0.0,0.0,0.0,21.78,1.03,0.0
20180831:2110,0.0,0.0,0.0,0.0,0.0,21.81,0.76,0.0
20180831:2210,0.0,0.0,0.0,0.0,0.0,20.92,0.97,0.0
20180831:2310,0.0,0.0,0.0,0.0,0.0,19.46,1.66,0.0
20180901:0010,0.0,0.0,0.0,0.0,0.0,19.31,1.79,0.0
20180901:0110,0.0,0.0,0.0,0.0,0.0,19.11,1.59,0.0
20180901:0210,0.0,0.0,0.0,0.0,0.0,18.63,1.38,0.0
20180901:0310,0.0,0.0,0.0,0.0,0.0,18.47,1.52,0.0
20180901:0410,0.0,0.0,0.0,0.0,0.0,18.67,1.86,0.0
20180901:0510,1005.6,0.0,21.0,0.51,4.38,18.63,2.0,0.0
20180901:0610,14694.0,103.16,78.65,4.13,15.2,19.44,1.79,0.0
20180901:0710,36774.0,243.44,143.71,7.48,25.91,20.28,1.45,0.0
20180901:0810,24855.6,28.83,235.06,5.75,36.07,21.23,1.1,0.0
20180901:0910,25539.6,13.13,258.29,6.04,45.02,21.22,0.83,0.0
20180901:1010,9808.8,0.0,114.92,2.6,51.68,21.61,1.24,0.0
20180901:1110,22779.6,1.22,243.42,5.53,54.6,22.61,1.59,0.0
20180901:1210,83725.2,688.67,236.57,15.67,52.85,23.61,1.1,0.0
20180901:1310,27514.8,18.24,276.98,6.52,47.01,24.24,0.97,0.0
20180901:1410,9326.4,0.0,111.32,2.52,38.53,24.33,1.45,0.0
20180901:1510,41098.8,253.44,180.57,8.07,28.6,23.99,1.93,0.0
20180901:1610,23971.2,193.33,81.96,5.51,17.99,22.69,1.79,0.0
20180901:1710,3028.8,8.4,41.92,1.32,7.16,22.29,1.52,0.0
20180901:1810,0.0,0.0,0.0,0.0,0.0,21.77,0.55,0.0
20180901:1910,0.0,0.0,0.0,0.0,0.0,21.05,1.38,0.0
20180901:2010,0.0,0.0,0.0,0.0,0.0,19.48,1.59,0.0
20180901:2110,0.0,0.0,0.0,0.0,0.0,18.82,1.38,0.0
20180901:2210,0.0,0.0,0.0,0.0,0.0,17.79,1.66,0.0
20180901:2310,0.0,0.0,0.0,0.0,0.0,17.42,1.79,0.0
20180902:0010,0.0,0.0,0.0,0.0,0.0,17.45,2.21,0.0
20180902:0110,0.0,0.0,0.0,0.0,0.0,17.33,2.14,0.0
20180902:0210,0.0,0.0,0.0,0.0,0.0,17.17,2.07,0.0
20180902:0310,0.0,0.0,0.0,0.0,0.0,17.21,2.14,0.0
20180902:0410,0.0,0.0,0.0,0.0,0.0,17.25,2.21,0.0
20180902:0510,949.2,0.0,20.16,0.49,4.19,17.04,2.14,0.0
20180902:0610,6079.2,1.76,74.59,1.73,15.01,18.08,2.14,0.0
20180902:0710,21948.0,50.87,182.4,4.96,25.71,19.75,2.48,0.0
20180902:0810,29564.4,56.9,251.44,6.52,35.85,21.27,2.83,0.0
20180902:0910,42376.8,116.45,324.32,8.94,44.75,22.93,2.69,0.0
20180902:1010,25308.0,7.33,263.87,6.08,51.36,23.99,1.93,0.0
20180902:1110,11150.4,0.0,130.18,2.95,54.24,24.81,0.97,0.0
20180902:1210,35702.4,48.02,336.18,8.25,52.48,25.01,0.21,0.0
20180902:1310,74325.6,579.36,232.1,13.86,46.65,25.26,1.31,0.0
20180902:1410,45385.2,196.72,281.73,9.12,38.19,24.64,1.79,0.0
20180902:1510,45175.2,341.64,138.71,8.66,28.28,22.79,0.69,0.0
20180902:1610,22003.2,160.49,93.12,5.06,17.68,22.19,0.48,0.0
20180902:1710,2833.2,14.46,37.59,1.48,6.85,21.97,1.17,0.0
20180902:1810,0.0,0.0,0.0,0.0,0.0,21.56,1.17,0.0
20180902:1910,0.0,0.0,0.0,0.0,0.0,22.55,0.34,0.0
20180902:2010,0.0,0.0,0.0,0.0,0.0,22.15,0.07,0.0
20180902:2110,0.0,0.0,0.0,0.0,0.0,21.7,0.21,0.0
20180902:2210,0.0,0.0,0.0,0.0,0.0,21.22,0.14,0.0
20180902:2310,0.0,0.0,0.0,0.0,0.0,20.8,0.21,0.0
20180903:0010,0.0,0.0,0.0,0.0,0.0,18.98,0.9,0.0
20180903:0110,0.0,0.0,0.0,0.0,0.0,17.96,1.24,0.0
20180903:0210,0.0,0.0,0.0,0.0,0.0,17.24,1.52,0.0
20180903:0310,0.0,0.0,0.0,0.0,0.0,16.83,1.66,0.0
20180903:0410,0.0,0.0,0.0,0.0,0.0,16.67,1.59,0.0
20180903:0510,886.8,0.0,19.32,0.47,4.0,16.34,1.45,0.0
20180903:0610,2112.0,0.0,34.12,0.77,14.82,17.54,1.17,0.0
20180903:0710,4633.2,0.0,61.95,1.4,25.51,20.68,1.17,0.0
20180903:0810,8184.0,0.0,98.76,2.24,35.62,21.65,0.55,0.0
20180903:0910,59811.6,341.64,298.24,11.6,44.49,22.52,0.55,0.0
20180903:1010,63495.6,321.57,353.57,12.38,51.05,23.26,1.59,0.0
20180903:1110,73827.6,446.42,343.08,13.92,53.88,23.7,2.21,0.0
20180903:1210,24508.8,4.95,257.31,5.89,52.1,24.01,2.9,0.0
20180903:1310,51590.4,196.59,339.58,10.3,46.29,23.82,3.45,0.0
20180903:1410,70576.8,604.63,127.43,12.44,37.86,23.02,3.86,0.0
20180903:1510,48442.8,386.02,116.4,8.92,27.96,21.97,3.24,0.0
20180903:1610,21900.0,159.2,91.51,4.96,17.36,22.02,2.28,0.0
20180903:1710,2568.0,17.12,33.8,1.5,6.54,21.82,1.79,0.0
20180903:1810,0.0,0.0,0.0,0.0,0.0,21.34,1.24,0.0
20180903:1910,0.0,0.0,0.0,0.0,0.0,20.84,0.9,0.0
20180903:2010,0.0,0.0,0.0,0.0,0.0,20.13,1.03,0.0
20180903:2110,0.0,0.0,0.0,0.0,0.0,19.51,1.03,0.0
20180903:2210,0.0,0.0,0.0,0.0,0.0,19.69,0.83,0.0
20180903:2310,0.0,0.0,0.0,0.0,0.0,19.79,0.76,0.0
20180904:0010,0.0,0.0,0.0,0.0,0.0,19.77,0.76,0.0
20180904:0110,0.0,0.0,0.0,0.0,0.0,19.33,0.76,0.0
20180904:0210,0.0,0.0,0.0,0.0,0.0,19.23,0.41,0.0
20180904:0310,0.0,0.0,0.0,0.0,0.0,18.9,0.34,0.0
20180904:0410,0.0,0.0,0.0,0.0,0.0,17.68,0.97,0.0
20180904:0510,819.6,0.0,18.48,0.45,3.81,16.85,1.24,0.0
20180904:0610,11491.2,40.96,96.69,3.05,14.63,18.03,0.97,0.0
20180904:0710,37730.4,266.88,130.09,7.46,25.31,19.93,1.31,0.0
20180904:0810,37174.8,125.95,261.62,7.72,35.4,21.02,1.17,0.0
20180904:0910,76831.2,695.65,146.49,14.23,44.23,22.34,0.48,0.0
20180904:1010,69495.6,420.65,328.32,13.25,50.73,23.51,1.24,0.0
20180904:1110,40429.2,70.83,355.98,8.98,53.51,24.23,1.79,0.0
20180904:1210,39343.2,68.38,346.63,8.74,51.72,24.75,2.28,0.0
20180904:1310,40944.0,102.52,329.29,8.8,45.93,24.99,2.21,0.0
20180904:1410,56841.6,365.5,233.49,10.57,37.52,24.86,2.34,0.0
20180904:1510,41913.6,281.59,161.59,8.01,27.64,24.44,2.14,0.0
20180904:1610,17061.6,80.0,116.89,4.02,17.05,23.84,1.59,0.0
20180904:1710,2340.0,15.27,32.3,1.38,6.22,23.48,0.76,0.0
20180904:1810,0.0,0.0,0.0,0.0,0.0,22.88,0.28,0.0
20180904:1910,0.0,0.0,0.0,0.0,0.0,22.61,0.21,0.0
20180904:2010,0.0,0.0,0.0,0.0,0.0,22.22,0.07,0.0
20180904:2110,0.0,0.0,0.0,0.0,0.0,21.75,0.34,0.0
20180904:2210,0.0,0.0,0.0,0.0,0.0,21.16,0.34,0.0
20180904:2310,0.0,0.0,0.0,0.0,0.0,20.74,0.41,0.0
20180905:0010,0.0,0.0,0.0,0.0,0.0,20.44,0.62,0.0
20180905:0110,0.0,0.0,0.0,0.0,0.0,19.49,0.9,0.0
20180905:0210,0.0,0.0,0.0,0.0,0.0,18.4,1.1,0.0
20180905:0310,0.0,0.0,0.0,0.0,0.0,17.38,1.31,0.0
20180905:0410,0.0,0.0,0.0,0.0,0.0,17.07,1.45,0.0
20180905:0510,756.0,0.0,17.64,0.43,3.61,16.9,1.45,0.0
20180905:0610,15004.8,113.86,72.0,4.02,14.44,18.17,1.17,0.0
20180905:0710,40374.0,315.09,110.84,7.86,25.11,19.59,0.9,0.0
20180905:0810,62124.0,520.36,135.94,11.38,35.17,21.26,0.97,0.0
20180905:0910,73692.0,611.71,190.44,13.6,43.96,23.1,0.76,0.0
20180905:1010,82737.6,745.17,191.22,15.57,50.41,24.61,0.34,0.0
20180905:1110,89908.8,920.29,134.1,17.25,53.15,25.75,0.07,0.0
20180905:1210,87758.4,860.93,148.67,16.54,51.34,26.48,0.55,0.0
20180905:1310,80576.4,748.85,148.15,14.81,45.57,26.84,1.24,0.0
20180905:1410,67030.8,585.3,138.18,12.17,37.17,26.71,1.79,0.0
20180905:1510,47205.6,387.5,116.48,8.82,27.31,26.32,2.28,0.0
20180905:1610,21115.2,156.61,90.3,4.8,16.73,25.67,2.48,0.0
20180905:1710,2156.4,14.92,30.61,1.32,5.91,24.77,2.28,0.0
20180905:1810,0.0,0.0,0.0,0.0,0.0,23.66,1.86,0.0
20180905:1910,0.0,0.0,0.0,0.0,0.0,22.53,1.38,0.0
20180905:2010,0.0,0.0,0.0,0.0,0.0,21.01,1.52,0.0
20180905:2110,0.0,0.0,0.0,0.0,0.0,20.51,1.24,0.0
20180905:2210,0.0,0.0,0.0,0.0,0.0,21.79,0.76,0.0
20180905:2310,0.0,0.0,0.0,0.0,0.0,21.51,0.28,0.0
20180906:0010,0.0,0.0,0.0,0.0,0.0,21.26,0.55,0.0
20180906:0110,0.0,0.0,0.0,0.0,0.0,20.86,0.69,0.0
20180906:0210,0.0,0.0,0.0,0.0,0.0,20.47,0.83,0.0
20180906:0310,0.0,0.0,0.0,0.0,0.0,19.43,1.03,0.0
20180906:0410,0.0,0.0,0.0,0.0,0.0,18.2,1.17,0.0
20180906:0510,630.0,0.0,15.96,0.39,3.42,17.49,1.31,0.0
20180906:0610,14955.6,113.94,71.45,3.96,14.25,18.22,1.03,0.0
20180906:0710,40020.0,315.89,110.32,7.8,24.91,21.93,1.1,0.0
20180906:0810,61752.0,524.01,133.23,11.32,34.94,23.55,1.24,0.0
20180906:0910,76806.0,691.38,150.84,14.08,43.69,24.92,1.1,0.0
20180906:1010,86686.8,854.95,136.83,16.28,50.08,26.1,0.55,0.0
20180906:1110,91254.0,914.79,134.42,17.09,52.78,26.82,0.9,0.0
20180906:1210,88306.8,832.6,160.19,16.22,50.96,27.19,1.59,0.0
20180906:1310,77898.0,669.28,184.03,14.12,45.2,27.25,2.0,0.0
20180906:1410,64491.6,532.46,159.36,11.64,36.83,27.04,2.21,0.0
20180906:1510,39700.8,252.94,170.98,7.64,26.98,26.3,2.14,0.0
20180906:1610,19405.2,128.35,99.06,4.43,16.41,25.33,1.45,0.0
20180906:1710,1550.4,12.5,24.23,1.18,5.59,24.59,1.59,0.0
20180906:1810,0.0,0.0,0.0,0.0,0.0,23.17,2.0,0.0
20180906:1910,0.0,0.0,0.0,0.0,0.0,21.43,0.9,0.0
20180906:2010,0.0,0.0,0.0,0.0,0.0,20.96,0.41,0.0
20180906:2110,0.0,0.0,0.0,0.0,0.0,20.45,0.76,0.0
20180906:2210,0.0,0.0,0.0,0.0,0.0,19.69,1.31,0.0
20180906:2310,0.0,0.0,0.0,0.0,0.0,19.66,1.31,0.0
20180907:0010,0.0,0.0,0.0,0.0,0.0,19.53,0.9,0.0
20180907:0110,0.0,0.0,0.0,0.0,0.0,19.12,0.28,0.0
20180907:0210,0.0,0.0,0.0,0.0,0.0,18.35,0.76,0.0
20180907:0310,0.0,0.0,0.0,0.0,0.0,18.59,1.52,0.0
20180907:0410,0.0,0.0,0.0,0.0,0.0,18.83,1.03,0.0
20180907:0510,505.2,0.0,14.28,0.35,3.23,18.78,1.1,0.0
20180907:0610,14996.4,116.89,70.04,3.94,14.06,19.34,1.24,0.0
20180907:0710,18799.2,35.19,168.34,4.35,24.7,20.09,0.97,0.0
20180907:0810,3616.8,0.0,51.17,1.16,34.71,20.69,1.17,0.0
20180907:0910,7924.8,0.0,96.06,2.17,43.42,21.64,0.9,0.0
20180907:1010,40562.4,87.69,343.39,8.9,49.76,22.83,0.28,0.0
20180907:1110,16651.2,0.0,184.94,4.19,52.41,23.94,1.03,0.0
20180907:1210,74665.2,501.09,306.34,13.78,50.58,24.56,1.79,0.0
20180907:1310,80329.2,700.59,163.91,14.18,44.83,24.93,2.48,0.0
20180907:1410,66290.4,553.22,146.08,11.66,36.48,24.79,2.76,0.0
20180907:1510,45621.6,356.84,122.83,8.31,26.65,24.22,2.97,0.0
20180907:1610,19986.0,143.1,89.45,4.45,16.09,23.57,2.62,0.0
20180907:1710,1504.8,11.09,24.09,1.1,5.27,22.96,2.21,0.0
20180907:1810,0.0,0.0,0.0,0.0,0.0,22.23,1.86,0.0
20180907:1910,0.0,0.0,0.0,0.0,0.0,22.01,1.03,0.0
20180907:2010,0.0,0.0,0.0,0.0,0.0,21.71,0.76,0.0
20180907:2110,0.0,0.0,0.0,0.0,0.0,21.99,0.21,0.0
20180907:2210,0.0,0.0,0.0,0.0,0.0,21.54,0.28,0.0
20180907:2310,0.0,0.0,0.0,0.0,0.0,21.15,0.34,0.0
20180908:0010,0.0,0.0,0.0,0.0,0.0,20.82,0.21,0.0
20180908:0110,0.0,0.0,0.0,0.0,0.0,20.49,0.07,0.0
20180908:0210,0.0,0.0,0.0,0.0,0.0,20.32,0.21,0.0
20180908:0310,0.0,0.0,0.0,0.0,0.0,20.13,0.55,0.0
20180908:0410,0.0,0.0,0.0,0.0,0.0,18.88,0.9,0.0
20180908:0510,450.0,0.0,13.44,0.33,3.04,18.06,1.24,0.0
20180908:0610,14506.8,108.23,72.08,3.76,13.86,19.12,1.1,0.0
20180908:0710,39436.8,306.09,113.07,7.56,24.5,21.6,1.1,0.0
20180908:0810,61080.0,507.29,140.4,11.03,34.48,22.96,1.24,0.0
20180908:0910,76669.2,679.61,154.96,13.82,43.14,24.15,1.24,0.0
20180908:1010,83251.2,722.87,200.08,15.16,49.43,25.28,1.31,0.0
20180908:1110,86142.0,795.96,189.83,16.03,52.04,26.09,0.55,0.0
20180908:1210,71941.2,494.78,310.77,13.72,50.2,26.49,0.41,0.0
20180908:1310,79645.2,725.96,154.91,14.35,44.46,26.73,1.45,0.0
20180908:1410,65518.8,556.85,145.69,11.64,36.13,26.78,2.21,0.0
20180908:1510,45656.4,364.71,120.51,8.33,26.32,26.22,2.9,0.0
20180908:1610,19586.4,140.56,89.78,4.37,15.76,25.54,2.9,0.0
20180908:1710,1507.2,4.82,26.35,0.83,4.94,24.73,2.28,0.0
20180908:1810,0.0,0.0,0.0,0.0,0.0,23.72,1.93,0.0
20180908:1910,0.0,0.0,0.0,0.0,0.0,22.95,1.66,0.0
20180908:2010,0.0,0.0,0.0,0.0,0.0,21.87,1.45,0.0
20180908:2110,0.0,0.0,0.0,0.0,0.0,21.11,1.38,0.0
20180908:2210,0.0,0.0,0.0,0.0,0.0,20.48,1.45,0.0
20180908:2310,0.0,0.0,0.0,0.0,0.0,20.52,1.24,0.0
20180909:0010,0.0,0.0,0.0,0.0,0.0,20.1,1.24,0.0
20180909:0110,0.0,0.0,0.0,0.0,0.0,19.66,1.24,0.0
20180909:0210,0.0,0.0,0.0,0.0,0.0,19.71,1.17,0.0
20180909:0310,0.0,0.0,0.0,0.0,0.0,18.87,1.31,0.0
20180909:0410,0.0,0.0,0.0,0.0,0.0,18.21,1.45,0.0
20180909:0510,0.0,0.0,3.36,0.08,2.84,17.89,1.59,0.0
20180909:0610,14407.2,106.21,72.4,3.68,13.67,18.93,1.31,0.0
20180909:0710,39669.6,313.78,110.74,7.58,24.29,22.45,0.83,0.0
20180909:0810,59786.4,501.19,142.95,10.91,34.25,24.35,0.62,0.0
20180909:0910,74133.6,662.39,162.96,13.62,42.87,25.81,0.48,0.0
20180909:1010,84696.0,829.25,149.5,15.85,49.1,26.92,0.28,0.0
20180909:1110,88692.0,867.52,156.19,16.48,51.67,27.63,0.76,0.0
20180909:1210,87783.6,837.83,156.03,15.99,49.81,27.97,1.45,0.0
20180909:1310,75908.4,637.38,197.06,13.66,44.09,28.11,1.93,0.0
20180909:1410,49527.6,274.63,254.51,9.43,35.78,28.13,2.34,0.0
20180909:1510,37605.6,231.45,171.89,7.19,25.98,27.66,2.69,0.0
20180909:1610,19126.8,139.11,88.15,4.27,15.44,26.78,2.55,0.0
20180909:1710,1346.4,5.45,24.34,0.81,4.62,25.79,2.14,0.0
20180909:1810,0.0,0.0,0.0,0.0,0.0,24.57,2.07,0.0
20180909:1910,0.0,0.0,0.0,0.0,0.0,23.92,1.86,0.0
20180909:2010,0.0,0.0,0.0,0.0,0.0,23.03,1.72,0.0
20180909:2110,0.0,0.0,0.0,0.0,0.0,22.08,1.38,0.0
20180909:2210,0.0,0.0,0.0,0.0,0.0,22.14,0.97,0.0
20180909:2310,0.0,0.0,0.0,0.0,0.0,22.59,0.62,0.0
20180910:0010,0.0,0.0,0.0,0.0,0.0,22.45,0.41,0.0
20180910:0110,0.0,0.0,0.0,0.0,0.0,21.94,0.76,0.0
20180910:0210,0.0,0.0,0.0,0.0,0.0,20.99,1.03,0.0
20180910:0310,0.0,0.0,0.0,0.0,0.0,20.7,0.97,0.0
20180910:0410,0.0,0.0,0.0,0.0,0.0,20.87,0.69,0.0
20180910:0510,280.8,0.0,10.92,0.26,2.65,20.44,0.83,0.0
20180910:0610,10800.0,42.45,89.71,2.8,13.47,20.26,0.76,0.0
20180910:0710,32252.4,189.47,158.39,6.44,24.08,23.28,0.28,0.0
20180910:0810,58317.6,487.65,147.4,10.71,34.01,24.98,0.14,0.0
20180910:0910,70764.0,582.12,203.21,13.03,42.59,26.47,0.55,0.0
20180910:1010,72458.4,526.94,288.79,13.72,48.77,27.65,0.48,0.0
20180910:1110,51768.0,190.78,375.29,10.85,51.29,28.53,0.83,0.0
20180910:1210,70744.8,461.49,319.54,13.31,49.42,28.79,1.66,0.0
20180910:1310,65139.6,422.66,284.89,12.07,43.71,28.79,2.21,0.0
20180910:1410,36651.6,124.99,267.16,7.64,35.42,28.42,2.62,0.0
20180910:1510,38172.0,244.56,165.36,7.21,25.65,27.89,2.69,0.0
20180910:1610,18734.4,136.51,87.47,4.17,15.11,27.16,2.07,0.0
20180910:1710,1117.2,7.22,21.05,0.81,4.29,26.21,1.59,0.0
20180910:1810,0.0,0.0,0.0,0.0,0.0,24.81,1.52,0.0
20180910:1910,0.0,0.0,0.0,0.0,0.0,23.55,1.38,0.0
20180910:2010,0.0,0.0,0.0,0.0,0.0,22.94,1.1,0.0
20180910:2110,0.0,0.0,0.0,0.0,0.0,23.76,0.69,0.0
20180910:2210,0.0,0.0,0.0,0.0,0.0,23.33,0.76,0.0
20180910:2310,0.0,0.0,0.0,0.0,0.0,23.12,0.69,0.0
20180911:0010,0.0,0.0,0.0,0.0,0.0,22.78,0.55,0.0
20180911:0110,0.0,0.0,0.0,0.0,0.0,22.4,0.76,0.0
20180911:0210,0.0,0.0,0.0,0.0,0.0,21.7,0.9,0.0
20180911:0310,0.0,0.0,0.0,0.0,0.0,20.91,1.1,0.0
20180911:0410,0.0,0.0,0.0,0.0,0.0,20.05,1.24,0.0
20180911:0510,231.6,0.0,10.08,0.24,2.45,19.5,1.24,0.0
20180911:0610,14302.8,108.09,70.4,3.58,13.28,19.88,1.1,0.0
20180911:0710,38809.2,303.65,113.48,7.34,23.87,23.28,0.76,0.0
20180911:0810,59840.4,506.08,140.89,10.81,33.77,25.41,0.76,0.0
20180911:0910,73639.2,658.99,163.95,13.43,42.31,27.19,0.62,0.0
20180911:1010,81975.6,783.16,169.23,15.32,48.44,28.41,0.21,0.0
20180911:1110,89436.0,897.08,142.41,16.54,50.91,29.15,0.9,0.0
20180911:1210,88336.8,855.7,145.63,15.93,49.03,29.59,1.86,0.0
20180911:1310,78861.6,710.23,159.63,13.96,43.34,29.64,2.48,0.0
20180911:1410,64119.6,541.5,149.18,11.26,35.07,29.29,2.9,0.0
20180911:1510,43305.6,341.02,124.44,7.84,25.31,28.6,3.1,0.0
20180911:1610,18300.0,132.72,86.69,4.04,14.78,27.6,2.83,0.0
20180911:1710,940.8,5.68,19.25,0.69,3.96,26.49,2.21,0.0
20180911:1810,0.0,0.0,0.0,0.0,0.0,25.25,1.86,0.0
20180911:1910,0.0,0.0,0.0,0.0,0.0,24.2,1.79,0.0
20180911:2010,0.0,0.0,0.0,0.0,0.0,22.89,1.38,0.0
20180911:2110,0.0,0.0,0.0,0.0,0.0,22.64,1.03,0.0
20180911:2210,0.0,0.0,0.0,0.0,0.0,22.92,0.76,0.0
20180911:2310,0.0,0.0,0.0,0.0,0.0,22.79,0.55,0.0
20180912:0010,0.0,0.0,0.0,0.0,0.0,22.42,0.62,0.0
20180912:0110,0.0,0.0,0.0,0.0,0.0,21.93,0.83,0.0
20180912:0210,0.0,0.0,0.0,0.0,0.0,21.23,0.97,0.0
20180912:0310,0.0,0.0,0.0,0.0,0.0,21.23,0.69,0.0
20180912:0410,0.0,0.0,0.0,0.0,0.0,21.01,0.55,0.0
20180912:0510,90.0,0.0,7.56,0.18,2.26,20.68,0.9,0.0
20180912:0610,14468.4,110.12,69.95,3.56,13.08,19.43,1.1,0.0
20180912:0710,39300.0,311.55,112.28,7.38,23.66,23.2,0.41,0.0
20180912:0810,61485.6,543.49,128.08,11.1,33.54,25.44,0.34,0.0
20180912:0910,74952.0,697.35,152.0,13.74,42.03,27.19,0.21,0.0
20180912:1010,84538.8,827.31,154.64,15.67,48.1,28.48,0.41,0.0
20180912:1110,91478.4,918.58,136.2,16.68,50.53,29.35,1.38,0.0
20180912:1210,89469.6,855.09,151.03,15.93,48.64,29.73,2.41,0.0
20180912:1310,65269.2,417.26,286.83,11.93,42.96,29.58,3.24,0.0
20180912:1410,45621.6,225.27,260.32,8.76,34.71,28.93,3.38,0.0
20180912:1510,35080.8,201.49,175.81,6.71,24.97,28.25,3.1,0.0
20180912:1610,17968.8,127.68,87.87,3.94,14.45,27.31,2.76,0.0
20180912:1710,486.0,0.0,14.36,0.33,3.63,26.13,2.48,0.0
20180912:1810,0.0,0.0,0.0,0.0,0.0,24.75,2.21,0.0
20180912:1910,0.0,0.0,0.0,0.0,0.0,24.08,1.93,0.0
20180912:2010,0.0,0.0,0.0,0.0,0.0,23.31,2.0,0.0
20180912:2110,0.0,0.0,0.0,0.0,0.0,22.62,2.0,0.0
20180912:2210,0.0,0.0,0.0,0.0,0.0,21.96,1.79,0.0
20180912:2310,0.0,0.0,0.0,0.0,0.0,21.61,1.45,0.0
20180913:0010,0.0,0.0,0.0,0.0,0.0,21.26,1.45,0.0
20180913:0110,0.0,0.0,0.0,0.0,0.0,21.08,1.52,0.0
20180913:0210,0.0,0.0,0.0,0.0,0.0,20.92,1.66,0.0
20180913:0310,0.0,0.0,0.0,0.0,0.0,20.82,1.66,0.0
20180913:0410,0.0,0.0,0.0,0.0,0.0,20.96,1.45,0.0
20180913:0510,0.0,0.0,0.84,0.02,2.06,21.08,1.17,0.0
20180913:0610,2701.2,0.0,41.3,0.93,12.88,21.39,1.03,0.0
20180913:0710,11040.0,4.82,123.48,2.87,23.45,23.04,0.48,0.0
20180913:0810,16948.8,6.28,182.06,4.21,33.29,24.15,0.55,0.0
20180913:0910,20152.8,5.12,216.05,4.96,41.74,25.04,1.03,0.0
20180913:1010,11198.4,0.0,131.08,2.97,47.77,25.9,1.66,0.0
20180913:1110,30820.8,27.31,302.79,7.19,50.15,26.21,2.07,0.0
20180913:1210,12876.0,0.0,148.13,3.35,48.25,26.27,2.14,0.0
20180913:1310,7326.0,0.0,91.57,2.07,42.58,26.2,2.0,0.0
20180913:1410,6638.4,0.0,84.39,1.91,34.35,25.97,1.72,0.0
20180913:1510,12856.8,7.58,140.03,3.27,24.62,25.71,2.07,0.0
20180913:1610,5964.0,3.57,73.96,1.73,14.11,25.36,2.48,0.0
20180913:1710,547.2,1.2,14.89,0.39,3.3,24.51,2.07,0.0
20180913:1810,0.0,0.0,0.0,0.0,0.0,23.83,1.52,0.0
20180913:1910,0.0,0.0,0.0,0.0,0.0,23.32,1.45,0.0
20180913:2010,0.0,0.0,0.0,0.0,0.0,22.47,0.69,0.0
20180913:2110,0.0,0.0,0.0,0.0,0.0,22.41,0.62,0.0
20180913:2210,0.0,0.0,0.0,0.0,0.0,21.72,0.76,0.0
