time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200822:1510,47176.8,368.72,136.47,9.69,31.6,28.93,3.17,0.0
20200822:1610,24316.8,182.16,98.42,6.08,20.91,28.28,2.97,0.0
20200822:1710,4618.8,23.51,52.71,2.32,10.09,27.45,2.62,0.0
20200822:1810,0.0,0.0,0.0,0.0,0.0,26.46,2.0,0.0
20200822:1910,0.0,0.0,0.0,0.0,0.0,25.61,1.66,0.0
20200822:2010,0.0,0.0,0.0,0.0,0.0,24.73,1.38,0.0
20200822:2110,0.0,0.0,0.0,0.0,0.0,23.72,1.03,0.0
20200822:2210,0.0,0.0,0.0,0.0,0.0,24.31,0.69,0.0
20200822:2310,0.0,0.0,0.0,0.0,0.0,24.16,0.28,0.0
20200823:0010,0.0,0.0,0.0,0.0,0.0,23.82,0.21,0.0
20200823:0110,0.0,0.0,0.0,0.0,0.0,23.07,0.62,0.0
20200823:0210,0.0,0.0,0.0,0.0,0.0,22.14,0.97,0.0
20200823:0310,0.0,0.0,0.0,0.0,0.0,22.06,1.17,0.0
20200823:0410,0.0,0.0,0.0,0.0,0.0,22.24,1.38,0.0
20200823:0510,1730.4,0.0,30.24,0.73,6.06,22.39,1.66,0.0
20200823:0610,14930.4,113.11,76.34,4.76,16.84,22.9,1.79,0.0
20200823:0710,38536.8,295.66,118.42,8.45,27.62,24.02,1.38,0.0
20200823:0810,59371.2,496.7,142.92,11.99,37.97,25.81,1.03,0.0
20200823:0910,70236.0,583.02,202.97,14.2,47.26,27.37,0.34,0.0
20200823:1010,76863.6,612.73,257.76,15.51,54.38,28.33,0.69,0.0
20200823:1110,85707.6,747.08,218.95,16.89,57.72,29.09,1.79,0.0
20200823:1210,86811.6,771.73,192.43,16.81,56.07,29.46,2.76,0.0
20200823:1310,81157.2,715.82,169.13,15.57,50.07,29.56,3.45,0.0
20200823:1410,66700.8,552.28,161.41,12.9,41.39,29.25,3.66,0.0
20200823:1510,47457.6,369.99,135.93,9.65,31.32,28.67,3.72,0.0
20200823:1610,24331.2,181.86,97.8,6.02,20.63,27.91,4.0,0.0
20200823:1710,4244.4,26.9,47.1,2.34,9.81,26.77,3.93,0.0
20200823:1810,0.0,0.0,0.0,0.0,0.0,25.66,3.1,0.0
20200823:1910,0.0,0.0,0.0,0.0,0.0,24.88,3.45,0.0
20200823:2010,0.0,0.0,0.0,0.0,0.0,24.52,2.55,0.0
20200823:2110,0.0,0.0,0.0,0.0,0.0,23.89,1.17,0.0
20200823:2210,0.0,0.0,0.0,0.0,0.0,24.13,0.41,0.0
20200823:2310,0.0,0.0,0.0,0.0,0.0,24.09,0.21,0.0
20200824:0010,0.0,0.0,0.0,0.0,0.0,23.74,0.14,0.0
20200824:0110,0.0,0.0,0.0,0.0,0.0,23.51,0.21,0.0
20200824:0210,0.0,0.0,0.0,0.0,0.0,23.31,0.69,0.0
20200824:0310,0.0,0.0,0.0,0.0,0.0,21.7,1.24,0.0
20200824:0410,0.0,0.0,0.0,0.0,0.0,21.41,1.52,0.0
20200824:0510,1670.4,0.0,29.4,0.71,5.88,21.28,1.59,0.0
20200824:0610,14443.2,103.12,79.48,4.51,16.66,23.01,1.72,0.0
20200824:0710,37323.6,272.08,127.14,8.11,27.44,25.03,2.76,0.0
20200824:0810,58389.6,453.69,161.02,11.5,37.77,26.02,3.1,0.0
20200824:0910,74253.6,621.43,177.77,14.33,47.02,27.36,2.83,0.0
20200824:1010,82670.4,718.46,197.34,16.07,54.09,28.37,2.14,0.0
20200824:1110,83626.8,723.11,226.23,16.56,57.38,28.84,1.24,0.0
20200824:1210,82413.6,718.36,216.6,16.3,55.72,29.2,1.24,0.0
20200824:1310,76209.6,637.28,204.44,14.83,49.74,29.21,2.0,0.0
20200824:1410,63904.8,503.89,182.68,12.42,41.08,29.51,3.17,0.0
20200824:1510,47857.2,376.71,130.35,9.61,31.03,27.72,4.0,0.0
20200824:1610,22155.6,138.3,115.92,5.45,20.35,27.16,2.69,0.0
20200824:1710,4077.6,27.53,45.29,2.32,9.53,26.74,1.59,0.0
20200824:1810,0.0,0.0,0.0,0.0,0.0,25.84,1.79,0.0
20200824:1910,0.0,0.0,0.0,0.0,0.0,25.33,1.59,0.0
20200824:2010,0.0,0.0,0.0,0.0,0.0,24.37,0.97,0.0
20200824:2110,0.0,0.0,0.0,0.0,0.0,25.11,0.21,0.0
20200824:2210,0.0,0.0,0.0,0.0,0.0,22.55,1.31,0.0
20200824:2310,0.0,0.0,0.0,0.0,0.0,22.13,1.79,0.0
20200825:0010,0.0,0.0,0.0,0.0,0.0,22.0,1.72,0.0
20200825:0110,0.0,0.0,0.0,0.0,0.0,21.67,1.66,0.0
20200825:0210,0.0,0.0,0.0,0.0,0.0,21.41,1.59,0.0
20200825:0310,0.0,0.0,0.0,0.0,0.0,21.06,1.59,0.0
20200825:0410,0.0,0.0,0.0,0.0,0.0,20.61,1.66,0.0
20200825:0510,1538.4,0.0,27.72,0.67,5.69,20.29,1.72,0.0
20200825:0610,14523.6,103.79,78.91,4.47,16.48,21.77,1.45,0.0
20200825:0710,37636.8,283.42,122.95,8.19,27.25,24.74,1.17,0.0
20200825:0810,58444.8,479.63,148.63,11.66,37.56,25.97,1.17,0.0
20200825:0910,74000.4,661.4,160.86,14.63,46.78,27.12,0.83,0.0
20200825:1010,81068.4,748.77,183.26,16.26,53.8,27.96,0.34,0.0
20200825:1110,80949.6,660.98,260.11,16.12,57.04,28.53,0.9,0.0
20200825:1210,85269.6,764.23,193.15,16.56,55.37,28.95,1.86,0.0
20200825:1310,79160.4,688.43,178.13,15.14,49.42,29.06,2.76,0.0
20200825:1410,66192.0,551.28,159.07,12.72,40.78,28.89,3.1,0.0
20200825:1510,47440.8,377.02,129.77,9.55,30.74,28.51,3.31,0.0
20200825:1610,23784.0,180.37,94.59,5.83,20.07,27.87,3.24,0.0
20200825:1710,3939.6,23.01,45.96,2.11,9.25,27.04,3.03,0.0
20200825:1810,0.0,0.0,0.0,0.0,0.0,26.08,2.55,0.0
20200825:1910,0.0,0.0,0.0,0.0,0.0,25.24,2.41,0.0
20200825:2010,0.0,0.0,0.0,0.0,0.0,24.55,2.21,0.0
20200825:2110,0.0,0.0,0.0,0.0,0.0,23.88,2.14,0.0
20200825:2210,0.0,0.0,0.0,0.0,0.0,23.13,2.0,0.0
20200825:2310,0.0,0.0,0.0,0.0,0.0,22.35,1.86,0.0
20200826:0010,0.0,0.0,0.0,0.0,0.0,21.77,1.66,0.0
20200826:0110,0.0,0.0,0.0,0.0,0.0,21.47,1.59,0.0
20200826:0210,0.0,0.0,0.0,0.0,0.0,21.26,1.72,0.0
20200826:0310,0.0,0.0,0.0,0.0,0.0,21.23,1.79,0.0
20200826:0410,0.0,0.0,0.0,0.0,0.0,21.25,1.79,0.0
20200826:0510,1392.0,0.0,26.04,0.63,5.5,21.26,1.79,0.0
20200826:0610,12400.8,45.12,105.1,3.52,16.3,22.52,1.59,0.0
20200826:0710,37364.4,270.56,129.99,8.03,27.06,24.42,1.86,0.0
20200826:0810,51507.6,313.98,228.85,10.3,37.35,25.4,2.41,0.0
20200826:0910,65565.6,422.01,276.58,12.78,46.53,26.18,2.62,0.0
20200826:1010,64874.4,334.19,359.39,12.97,53.5,26.85,2.83,0.0
20200826:1110,60214.8,249.1,393.91,12.4,56.7,27.33,2.97,0.0
20200826:1210,65900.4,337.32,369.81,13.17,55.02,27.69,3.03,0.0
20200826:1310,65125.2,381.26,316.7,12.78,49.08,27.81,2.97,0.0
20200826:1410,64437.6,507.02,181.73,12.34,40.47,27.76,2.83,0.0
20200826:1510,45804.0,343.45,145.67,9.21,30.44,27.39,2.55,0.0
20200826:1610,23122.8,166.7,100.37,5.63,19.78,26.98,2.28,0.0
20200826:1710,3766.8,22.69,44.29,2.05,8.96,26.35,1.79,0.0
20200826:1810,0.0,0.0,0.0,0.0,0.0,25.67,1.1,0.0
20200826:1910,0.0,0.0,0.0,0.0,0.0,24.65,0.62,0.0
20200826:2010,0.0,0.0,0.0,0.0,0.0,24.46,0.34,0.0
20200826:2110,0.0,0.0,0.0,0.0,0.0,23.88,0.55,0.0
20200826:2210,0.0,0.0,0.0,0.0,0.0,23.49,1.17,0.0
20200826:2310,0.0,0.0,0.0,0.0,0.0,22.26,1.79,0.0
20200827:0010,0.0,0.0,0.0,0.0,0.0,21.97,2.07,0.0
20200827:0110,0.0,0.0,0.0,0.0,0.0,21.92,2.28,0.0
20200827:0210,0.0,0.0,0.0,0.0,0.0,21.86,2.21,0.0
20200827:0310,0.0,0.0,0.0,0.0,0.0,21.8,2.21,0.0
20200827:0410,0.0,0.0,0.0,0.0,0.0,21.67,2.21,0.0
20200827:0510,133.2,0.0,8.4,0.2,5.32,21.54,2.28,0.0
20200827:0610,5172.0,0.8,67.35,1.54,16.12,22.49,2.14,0.0
20200827:0710,33663.6,197.99,161.63,7.25,26.87,23.73,1.86,0.0
20200827:0810,56245.2,419.79,178.97,11.08,37.14,25.41,1.59,0.0
20200827:0910,37425.6,82.52,320.57,8.45,46.29,26.97,0.9,0.0
20200827:1010,39141.6,72.37,350.95,8.96,53.21,27.99,1.1,0.0
20200827:1110,65550.0,342.39,375.14,13.33,56.36,28.83,1.86,0.0
20200827:1210,81484.8,652.53,249.38,15.65,54.67,29.05,2.41,0.0
20200827:1310,71821.2,521.86,258.49,13.8,48.74,29.13,2.83,0.0
20200827:1410,60129.6,427.55,216.47,11.62,40.15,29.02,3.03,0.0
20200827:1510,46593.6,365.63,132.4,9.29,30.15,28.48,3.24,0.0
20200827:1610,22552.8,161.51,99.58,5.47,19.49,27.66,3.17,0.0
20200827:1710,3718.8,18.56,45.73,1.89,8.67,26.74,2.62,0.0
20200827:1810,0.0,0.0,0.0,0.0,0.0,25.89,2.07,0.0
20200827:1910,0.0,0.0,0.0,0.0,0.0,25.34,1.45,0.0
20200827:2010,0.0,0.0,0.0,0.0,0.0,24.28,1.24,0.0
20200827:2110,0.0,0.0,0.0,0.0,0.0,24.14,0.69,0.0
20200827:2210,0.0,0.0,0.0,0.0,0.0,24.12,0.28,0.0
20200827:2310,0.0,0.0,0.0,0.0,0.0,23.75,0.55,0.0
20200828:0010,0.0,0.0,0.0,0.0,0.0,23.43,0.76,0.0
20200828:0110,0.0,0.0,0.0,0.0,0.0,22.5,0.9,0.0
20200828:0210,0.0,0.0,0.0,0.0,0.0,21.38,1.1,0.0
20200828:0310,0.0,0.0,0.0,0.0,0.0,20.48,1.38,0.0
20200828:0410,0.0,0.0,0.0,0.0,0.0,20.12,1.45,0.0
20200828:0510,867.6,0.0,19.32,0.47,5.13,20.01,1.59,0.0
20200828:0610,7939.2,6.52,90.86,2.22,15.94,21.55,1.45,0.0
20200828:0710,19053.6,31.04,178.0,4.57,26.68,23.73,1.45,0.0
20200828:0810,52779.6,352.81,210.07,10.49,36.93,25.32,1.24,0.0
20200828:0910,72328.8,622.72,177.59,14.08,46.04,26.56,0.76,0.0
20200828:1010,29059.2,17.88,297.49,6.99,52.91,27.68,1.45,0.0
20200828:1110,48207.6,132.28,385.19,10.53,56.01,28.4,2.34,0.0
20200828:1210,80428.8,614.6,267.49,15.32,54.31,28.89,2.9,0.0
20200828:1310,74583.6,576.84,233.26,14.14,48.4,28.75,2.9,0.0
20200828:1410,63778.8,508.0,177.41,12.15,39.83,28.63,2.69,0.0
20200828:1510,45109.2,341.55,142.38,9.0,29.84,28.27,2.55,0.0
20200828:1610,20932.8,131.83,111.25,5.08,19.2,27.71,2.07,0.0
20200828:1710,3519.6,17.73,44.12,1.81,8.37,27.02,1.59,0.0
20200828:1810,0.0,0.0,0.0,0.0,0.0,26.21,1.31,0.0
20200828:1910,0.0,0.0,0.0,0.0,0.0,25.27,0.69,0.0
20200828:2010,0.0,0.0,0.0,0.0,0.0,24.27,1.38,0.0
20200828:2110,0.0,0.0,0.0,0.0,0.0,23.63,2.0,0.0
20200828:2210,0.0,0.0,0.0,0.0,0.0,23.33,2.41,0.0
20200828:2310,0.0,0.0,0.0,0.0,0.0,23.47,2.83,0.0
20200829:0010,0.0,0.0,0.0,0.0,0.0,23.46,2.83,0.0
20200829:0110,0.0,0.0,0.0,0.0,0.0,23.43,2.97,0.0
20200829:0210,0.0,0.0,0.0,0.0,0.0,23.42,3.03,0.0
20200829:0310,0.0,0.0,0.0,0.0,0.0,23.67,3.1,0.0
20200829:0410,0.0,0.0,0.0,0.0,0.0,23.55,3.17,0.0
20200829:0510,0.0,0.0,3.36,0.08,4.94,23.69,3.24,0.0
20200829:0610,6069.6,1.65,76.36,1.77,15.75,24.0,3.38,0.0
20200829:0710,19510.8,35.49,177.59,4.63,26.49,24.66,3.93,0.0
20200829:0810,24350.4,28.27,233.01,5.71,36.72,25.79,4.34,0.0
20200829:0910,18507.6,1.17,203.0,4.61,45.78,27.19,5.93,0.0
20200829:1010,29862.0,20.36,298.72,7.05,52.6,28.32,6.21,0.0
20200829:1110,58143.6,228.32,385.33,11.85,55.66,29.12,5.93,0.0
20200829:1210,79254.0,555.8,286.82,14.71,53.95,29.87,6.76,0.0
20200829:1310,8354.4,0.0,103.24,2.34,48.06,29.82,7.52,0.0
20200829:1410,6981.6,0.0,88.88,2.01,39.51,29.51,7.31,0.0
20200829:1510,25971.6,70.36,210.2,5.85,29.54,29.09,6.9,0.0
20200829:1610,21291.6,143.0,103.44,5.1,18.9,28.39,6.07,0.0
20200829:1710,3280.8,18.34,41.44,1.77,8.07,27.76,4.62,0.0
20200829:1810,0.0,0.0,0.0,0.0,0.0,25.81,3.24,0.0
20200829:1910,0.0,0.0,0.0,0.0,0.0,22.8,0.97,0.0
20200829:2010,0.0,0.0,0.0,0.0,0.0,22.13,1.31,0.0
20200829:2110,0.0,0.0,0.0,0.0,0.0,21.59,1.66,0.0
20200829:2210,0.0,0.0,0.0,0.0,0.0,21.24,1.31,0.0
20200829:2310,0.0,0.0,0.0,0.0,0.0,20.9,1.86,0.0
20200830:0010,0.0,0.0,0.0,0.0,0.0,20.11,2.34,0.0
20200830:0110,0.0,0.0,0.0,0.0,0.0,20.27,2.69,0.0
20200830:0210,0.0,0.0,0.0,0.0,0.0,20.68,2.21,0.0
20200830:0310,0.0,0.0,0.0,0.0,0.0,20.68,2.41,0.0
20200830:0410,0.0,0.0,0.0,0.0,0.0,21.2,2.07,0.0
20200830:0510,1118.4,0.0,22.68,0.55,4.76,21.58,0.48,0.0
20200830:0610,1611.6,0.0,28.73,0.65,15.57,21.42,3.59,0.0
20200830:0710,7772.4,0.0,94.27,2.13,26.3,22.05,4.48,0.0
20200830:0810,6468.0,0.0,80.8,1.83,36.5,21.47,6.41,0.0
20200830:0910,6884.4,0.0,85.29,1.93,45.53,22.12,5.31,0.0
20200830:1010,11235.6,0.0,129.28,2.93,52.3,23.36,5.86,0.0
20200830:1110,18379.2,0.0,200.21,4.53,55.31,24.39,6.76,0.0
20200830:1210,86346.0,642.14,256.11,15.42,53.58,24.77,6.76,0.0
20200830:1310,56545.2,238.33,342.64,11.05,47.71,24.77,6.76,0.0
20200830:1410,51730.8,256.91,273.54,9.94,39.19,24.49,6.55,0.0
20200830:1510,42528.0,264.34,175.17,8.23,29.23,24.21,6.62,0.0
20200830:1610,18814.8,89.66,122.75,4.45,18.6,23.71,6.41,0.0
20200830:1710,68.4,0.0,7.18,0.16,7.77,23.33,5.72,0.0
20200830:1810,0.0,0.0,0.0,0.0,0.0,22.98,5.1,0.0
20200830:1910,0.0,0.0,0.0,0.0,0.0,23.03,4.62,0.0
20200830:2010,0.0,0.0,0.0,0.0,0.0,22.85,4.62,0.0
20200830:2110,0.0,0.0,0.0,0.0,0.0,22.76,4.62,0.0
20200830:2210,0.0,0.0,0.0,0.0,0.0,22.46,4.41,0.0
20200830:2310,0.0,0.0,0.0,0.0,0.0,22.29,4.14,0.0
20200831:0010,0.0,0.0,0.0,0.0,0.0,21.99,3.72,0.0
20200831:0110,0.0,0.0,0.0,0.0,0.0,21.76,3.31,0.0
20200831:0210,0.0,0.0,0.0,0.0,0.0,21.37,2.76,0.0
20200831:0310,0.0,0.0,0.0,0.0,0.0,20.77,2.07,0.0
20200831:0410,0.0,0.0,0.0,0.0,0.0,20.52,1.38,0.0
20200831:0510,738.0,0.0,17.64,0.43,4.57,20.74,1.1,0.0
20200831:0610,5802.0,1.71,72.78,1.69,15.38,20.81,0.76,0.0
20200831:0710,3556.8,0.0,50.28,1.14,26.1,19.37,0.9,0.0
20200831:0810,6238.8,0.0,78.11,1.77,36.29,19.32,1.1,0.0
20200831:0910,5536.8,0.0,70.92,1.61,45.27,19.37,1.52,0.0
20200831:1010,7657.2,0.0,92.47,2.09,51.99,19.37,0.9,0.0
20200831:1110,6879.6,0.0,84.39,1.91,54.96,18.84,1.38,0.0
20200831:1210,7233.6,0.0,87.98,1.99,53.22,19.01,1.66,0.0
20200831:1310,7410.0,0.0,89.78,2.03,47.36,19.18,1.93,0.0
20200831:1410,7534.8,0.0,91.57,2.07,38.86,20.19,0.76,0.0
20200831:1510,3872.4,0.0,53.87,1.22,28.92,20.71,2.0,0.0
20200831:1610,1849.2,0.0,31.42,0.71,18.29,20.36,2.55,0.0
20200831:1710,2017.2,0.49,33.17,0.77,7.47,20.18,2.41,0.0
20200831:1810,0.0,0.0,0.0,0.0,0.0,19.36,1.72,0.0
20200831:1910,0.0,0.0,0.0,0.0,0.0,18.42,1.59,0.0
20200831:2010,0.0,0.0,0.0,0.0,0.0,18.43,0.62,0.0
20200831:2110,0.0,0.0,0.0,0.0,0.0,18.05,0.62,0.0
20200831:2210,0.0,0.0,0.0,0.0,0.0,18.25,0.34,0.0
20200831:2310,0.0,0.0,0.0,0.0,0.0,17.79,0.55,0.0
20200901:0010,0.0,0.0,0.0,0.0,0.0,17.14,0.76,0.0
20200901:0110,0.0,0.0,0.0,0.0,0.0,16.74,1.03,0.0
20200901:0210,0.0,0.0,0.0,0.0,0.0,16.22,1.24,0.0
20200901:0310,0.0,0.0,0.0,0.0,0.0,15.88,1.24,0.0
20200901:0410,0.0,0.0,0.0,0.0,0.0,15.95,1.38,0.0
20200901:0510,952.8,0.0,20.16,0.49,4.38,16.2,1.59,0.0
20200901:0610,15290.4,117.89,70.47,4.29,15.2,16.57,1.93,0.0
20200901:0710,41218.8,321.73,106.97,8.17,25.91,18.1,1.79,0.0
20200901:0810,60304.8,450.98,169.3,11.12,36.07,19.01,2.0,0.0
20200901:0910,81973.2,744.96,125.7,14.9,45.02,20.33,1.79,0.0
20200901:1010,90700.8,854.29,138.05,16.68,51.68,21.47,1.45,0.0
20200901:1110,91837.2,872.15,157.02,17.19,54.6,22.46,0.9,0.0
20200901:1210,77272.8,540.4,303.76,14.63,52.85,23.1,1.03,0.0
20200901:1310,75128.4,575.15,237.85,13.96,47.01,23.43,1.31,0.0
20200901:1410,66306.0,547.3,158.21,12.19,38.53,23.48,1.52,0.0
20200901:1510,44710.8,320.79,150.83,8.6,28.6,23.37,1.72,0.0
20200901:1610,23448.0,187.23,82.75,5.41,17.99,22.96,1.59,0.0
20200901:1710,2725.2,5.44,39.69,1.14,7.16,22.45,1.45,0.0
20200901:1810,0.0,0.0,0.0,0.0,0.0,21.46,1.38,0.0
20200901:1910,0.0,0.0,0.0,0.0,0.0,20.66,0.97,0.0
20200901:2010,0.0,0.0,0.0,0.0,0.0,20.6,0.83,0.0
20200901:2110,0.0,0.0,0.0,0.0,0.0,19.34,1.17,0.0
20200901:2210,0.0,0.0,0.0,0.0,0.0,18.24,1.72,0.0
20200901:2310,0.0,0.0,0.0,0.0,0.0,17.97,1.66,0.0
20200902:0010,0.0,0.0,0.0,0.0,0.0,18.11,1.31,0.0
20200902:0110,0.0,0.0,0.0,0.0,0.0,18.47,1.1,0.0
20200902:0210,0.0,0.0,0.0,0.0,0.0,18.91,0.97,0.0
20200902:0310,0.0,0.0,0.0,0.0,0.0,18.85,0.97,0.0
20200902:0410,0.0,0.0,0.0,0.0,0.0,17.75,1.17,0.0
20200902:0510,883.2,0.0,19.32,0.47,4.19,16.95,1.31,0.0
20200902:0610,9927.6,21.14,97.15,2.66,15.01,17.64,1.17,0.0
20200902:0710,38598.0,283.58,123.69,7.74,25.71,20.77,1.52,0.0
20200902:0810,52596.0,326.29,223.18,10.06,35.85,21.99,1.59,0.0
20200902:0910,77361.6,671.06,160.66,14.23,44.75,23.18,1.66,0.0
20200902:1010,87645.6,819.46,155.11,16.34,51.36,24.28,1.24,0.0
20200902:1110,89671.2,857.82,164.12,17.01,54.24,24.91,0.69,0.0
20200902:1210,86036.4,785.56,184.46,16.2,52.48,25.16,0.83,0.0
20200902:1310,80774.4,724.81,160.86,14.88,46.65,25.17,1.52,0.0
20200902:1410,67312.8,568.58,147.26,12.27,38.19,24.8,2.14,0.0
20200902:1510,47527.2,379.6,121.06,8.96,28.28,24.25,2.55,0.0
20200902:1610,22280.4,169.75,87.53,5.12,17.68,23.97,2.34,0.0
20200902:1710,2581.2,17.96,33.73,1.54,6.85,23.42,1.79,0.0
20200902:1810,0.0,0.0,0.0,0.0,0.0,22.36,1.66,0.0
20200902:1910,0.0,0.0,0.0,0.0,0.0,21.16,1.52,0.0
20200902:2010,0.0,0.0,0.0,0.0,0.0,21.37,1.1,0.0
20200902:2110,0.0,0.0,0.0,0.0,0.0,22.18,0.9,0.0
20200902:2210,0.0,0.0,0.0,0.0,0.0,21.67,0.9,0.0
20200902:2310,0.0,0.0,0.0,0.0,0.0,21.25,0.9,0.0
20200903:0010,0.0,0.0,0.0,0.0,0.0,20.33,1.03,0.0
20200903:0110,0.0,0.0,0.0,0.0,0.0,18.58,1.31,0.0
20200903:0210,0.0,0.0,0.0,0.0,0.0,17.48,1.59,0.0
20200903:0310,0.0,0.0,0.0,0.0,0.0,17.43,1.72,0.0
20200903:0410,0.0,0.0,0.0,0.0,0.0,17.3,1.93,0.0
20200903:0510,756.0,0.0,17.64,0.43,4.0,16.91,1.93,0.0
20200903:0610,13504.8,76.1,87.91,3.64,14.82,18.29,1.79,0.0
20200903:0710,33099.6,184.63,165.74,6.81,25.51,21.06,1.24,0.0
20200903:0810,63151.2,550.64,120.23,11.75,35.62,22.56,1.1,0.0
20200903:0910,77554.8,697.76,148.36,14.37,44.49,23.58,1.03,0.0
20200903:1010,85218.0,796.56,165.38,16.07,51.05,24.42,0.55,0.0
20200903:1110,88290.0,844.62,170.08,16.83,53.88,24.9,0.34,0.0
20200903:1210,89143.2,841.34,157.72,16.54,52.1,25.31,1.31,0.0
20200903:1310,81351.6,722.48,161.32,14.77,46.29,25.39,2.14,0.0
20200903:1410,68686.8,597.38,132.92,12.42,37.86,25.01,2.34,0.0
20200903:1510,48127.2,396.46,113.52,9.04,27.96,24.78,2.21,0.0
20200903:1610,22105.2,171.68,85.04,5.06,17.36,24.38,2.07,0.0
20200903:1710,2364.0,15.61,32.29,1.4,6.54,23.67,1.86,0.0
20200903:1810,0.0,0.0,0.0,0.0,0.0,22.66,1.86,0.0
20200903:1910,0.0,0.0,0.0,0.0,0.0,21.79,1.59,0.0
20200903:2010,0.0,0.0,0.0,0.0,0.0,20.74,1.52,0.0
20200903:2110,0.0,0.0,0.0,0.0,0.0,21.18,1.1,0.0
20200903:2210,0.0,0.0,0.0,0.0,0.0,21.29,1.03,0.0
20200903:2310,0.0,0.0,0.0,0.0,0.0,20.55,1.1,0.0
20200904:0010,0.0,0.0,0.0,0.0,0.0,18.96,1.45,0.0
20200904:0110,0.0,0.0,0.0,0.0,0.0,18.24,1.66,0.0
20200904:0210,0.0,0.0,0.0,0.0,0.0,18.07,1.66,0.0
20200904:0310,0.0,0.0,0.0,0.0,0.0,17.89,1.59,0.0
20200904:0410,0.0,0.0,0.0,0.0,0.0,17.55,1.72,0.0
20200904:0510,692.4,0.0,16.8,0.41,3.81,17.26,1.72,0.0
20200904:0610,15175.2,121.07,67.94,4.15,14.63,18.35,1.45,0.0
20200904:0710,40104.0,319.82,106.26,7.93,25.31,21.99,1.45,0.0
20200904:0810,61634.4,522.65,132.14,11.42,35.4,23.64,1.38,0.0
20200904:0910,77290.8,699.29,145.45,14.27,44.23,25.0,1.31,0.0
20200904:1010,84892.8,799.36,161.32,15.97,50.73,25.98,0.76,0.0
20200904:1110,87282.0,836.28,170.32,16.62,53.51,26.62,0.48,0.0
20200904:1210,88130.4,844.24,153.6,16.44,51.72,27.06,1.24,0.0
20200904:1310,80398.8,723.85,157.27,14.65,45.93,27.21,2.14,0.0
20200904:1410,66354.0,565.86,143.73,12.03,37.52,27.13,2.62,0.0
20200904:1510,46094.4,369.22,120.6,8.66,27.64,26.64,3.03,0.0
20200904:1610,21238.8,162.11,86.06,4.86,17.05,25.82,3.03,0.0
20200904:1710,2223.6,13.74,31.64,1.3,6.22,24.79,2.55,0.0
20200904:1810,0.0,0.0,0.0,0.0,0.0,23.72,2.41,0.0
20200904:1910,0.0,0.0,0.0,0.0,0.0,23.08,2.34,0.0
20200904:2010,0.0,0.0,0.0,0.0,0.0,22.31,2.14,0.0
20200904:2110,0.0,0.0,0.0,0.0,0.0,21.25,1.86,0.0
20200904:2210,0.0,0.0,0.0,0.0,0.0,20.63,1.59,0.0
20200904:2310,0.0,0.0,0.0,0.0,0.0,20.44,1.38,0.0
20200905:0010,0.0,0.0,0.0,0.0,0.0,20.26,1.24,0.0
20200905:0110,0.0,0.0,0.0,0.0,0.0,19.81,1.24,0.0
20200905:0210,0.0,0.0,0.0,0.0,0.0,19.47,1.24,0.0
20200905:0310,0.0,0.0,0.0,0.0,0.0,19.52,1.17,0.0
20200905:0410,0.0,0.0,0.0,0.0,0.0,19.47,1.1,0.0
20200905:0510,621.6,0.0,15.96,0.39,3.61,19.45,1.03,0.0
20200905:0610,14691.6,112.94,71.01,3.98,14.44,19.78,0.83,0.0
20200905:0710,39349.2,309.52,111.66,7.78,25.11,22.45,0.83,0.0
20200905:0810,60015.6,506.13,139.86,11.22,35.17,24.16,0.62,0.0
20200905:0910,74721.6,676.42,157.86,14.04,43.96,25.52,0.34,0.0
20200905:1010,85674.0,793.53,166.32,15.89,50.41,26.42,1.31,0.0
20200905:1110,90332.4,829.13,175.3,16.52,53.15,26.87,2.21,0.0
20200905:1210,89896.8,825.94,162.99,16.24,51.34,27.15,2.83,0.0
20200905:1310,81376.8,716.57,161.06,14.53,45.57,27.12,3.31,0.0
20200905:1410,66830.4,559.64,147.47,11.93,37.17,26.83,3.59,0.0
20200905:1510,46728.0,374.55,119.21,8.66,27.31,26.26,3.72,0.0
20200905:1610,20992.8,158.74,86.35,4.76,16.73,25.47,3.38,0.0
20200905:1710,2049.6,12.86,30.01,1.22,5.91,24.51,2.76,0.0
20200905:1810,0.0,0.0,0.0,0.0,0.0,23.41,2.21,0.0
20200905:1910,0.0,0.0,0.0,0.0,0.0,22.34,1.79,0.0
20200905:2010,0.0,0.0,0.0,0.0,0.0,20.81,1.52,0.0
20200905:2110,0.0,0.0,0.0,0.0,0.0,20.37,1.31,0.0
20200905:2210,0.0,0.0,0.0,0.0,0.0,20.4,1.17,0.0
20200905:2310,0.0,0.0,0.0,0.0,0.0,20.78,1.1,0.0
20200906:0010,0.0,0.0,0.0,0.0,0.0,21.04,0.97,0.0
20200906:0110,0.0,0.0,0.0,0.0,0.0,21.04,0.76,0.0
20200906:0210,0.0,0.0,0.0,0.0,0.0,20.8,0.55,0.0
20200906:0310,0.0,0.0,0.0,0.0,0.0,20.52,0.55,0.0
20200906:0410,0.0,0.0,0.0,0.0,0.0,20.24,0.55,0.0
20200906:0510,559.2,0.0,15.12,0.37,3.42,20.0,0.48,0.0
20200906:0610,14196.0,103.58,73.98,3.8,14.25,20.01,0.41,0.0
20200906:0710,39666.0,314.77,110.27,7.78,24.91,21.47,0.28,0.0
